sample_type GATA3 PTEN XBP1 ESR1 MUC1
Normal -4.3 1.08 0.8 1.04 3.03
Normal -3.5 0.96 0.38 1.34 2.69
Normal -3.55 1.26 -1.28 0.81 0.77
Normal -3.83 0.58 -1.8 1.69 2.67
Normal -4.11 0.51 -1.74 2.22 1.74
Normal -2.1 0.58 1.68 2.61 3.4
Normal -4 0.34 -1.36 1.78 0.15
Normal -4.35 0.86 0.4 1.69 1.79
Normal -4.32 1.36 -1.46 2.61 1.34
Normal -4.5 0.75 -1.95 1.77 2.7
Normal -4.18 0.66 -1.85 3.13 2.75
Normal -3.84 -0.22 -0.8 1.4 1.24
Normal -4.28 0.4 -1.06 1.86 2.76
Normal -3.72 1.2 -0.07 0.93 2.59
Normal -3.33 1.36 -2.37 2.16 2.38
Normal -5.25 0.78 -1.95 0.98 2.4
Normal -4.13 0.38 0.16 1.93 2.17
Normal -4.05 1.09 -1.43 1.29 3.67
Normal -4.57 1.67 -1.08 -0.3 2.92
Normal -5.71 1.35 -1.13 0.68 3.19
Normal -4.55 0.57 -0.1 2.53 3.15
Normal -4.21 0.6 0.72 -1.58 2.61
Normal -4.34 -0.08 0.42 2.34 3.77
Normal -4.47 1.41 -1.3 2.61 2.79
Normal -5.19 0.55 -0.5 1.86 2.21
Normal -4 0.34 -1.81 1.33 1.43
Normal -4.69 0.93 -2.46 0.96 3.88
Normal -3.33 -0.13 -2.11 2.88 -0.1
Normal -5.43 1.39 -0.83 1.66 3.33
Normal -3.39 -1.09 1.3 1.77 2.76
Normal -4.4 0.74 -0.6 1.8 2.2
Normal -3.49 0.91 -0.79 0.85 1.27
Normal -4.36 1.46 -1.24 1.87 2.47
Normal -4.89 0.42 0.26 1.36 2.92
Normal -5.37 0.66 -0.78 0.69 1.94
Normal -4.58 2.53 1.72 1.23 3.85
Normal -2.61 0.7 -1.22 -3.93 -3.32
Normal -5.21 1.11 -0.62 1.98 2.75
Normal -4.38 1.06 -1.68 2.21 3.16
Normal -5.15 1.34 -2.62 2.12 2.8
Normal -5.02 0.72 -0.15 3.54 2.67
Normal -3.89 0.23 -0.15 1.12 2.15
Normal -1.59 -1.09 -2.26 2.43 1.68
Normal -4.31 1.37 -1.04 -0.87 2.4
Normal -3.53 0.75 -1.26 -2.31 1.19
Normal -3.85 1.51 -1.11 1.47 2.26
Normal -3.96 0.7 -0.48 -0.6 2
Normal -3.66 -0.25 0.88 -0.81 0.85
Normal -4.77 0.09 0.53 -3.01 1.17
Normal -4.48 0.57 -0.02 -4.14 0.66
Normal -0.55 1.06 -0.72 -3.04 0.03
Normal -2.25 0.08 -0.61 -2.99 -1.04
Normal -4.28 0.26 -0.38 -3.71 -0.06
Normal -4.53 0.28 -0.47 -2.82 -0.69
Normal -2.23 -0.14 -1 -2.83 2.04
Normal -4.39 -1.08 0.17 -4.23 0
Normal -4.18 0.72 0.02 -3.12 -1.48
Normal -3.42 0.54 -1.14 -1.73 1.01
Normal -4.47 0.86 0.87 -4.1 -0.92
Normal -4.17 -0.07 -1.02 -4.3 0.6
Normal -3.27 -0.35 -0.78 -3.33 -0.47
Normal -4.02 0.21 -0.55 -2.85 -0.48
Normal -3.36 0.93 0.5 -2.65 1.68
Normal -4.09 0.85 -0.59 -0.81 0.54
Normal -4.2 0.7 -0.62 -4.37 0.39
Normal -4.77 -1.94 -0.92 -4.78 1.24
Normal -3.82 0.88 -0.28 -2.49 0.73
Normal -4.38 0.58 0.23 -3.44 2.45
Normal 1.2 0.96 -1.25 -5.2 0.44
Normal -3.85 0.74 -0.68 -1.31 -1.41
Normal -4.6 0.49 -1.99 -3.89 0.27
Normal -3.71 -0.9 -1.29 -3.32 1.2
Normal -1.57 -0.48 0.99 -3.05 -0.61
Normal -2.34 0.25 -0.48 -2.5 -1.11
Normal -2.17 0.32 -0.34 -0.13 0.87
Normal -4.84 0.32 -0.51 -4.25 0.09
Normal -3.54 0.36 0.8 -1.55 2.05
Normal -1.78 1.18 -0.39 -2.8 2.35
Normal -3.01 -0.08 1.87 -1.83 1.99
Normal -3.77 -0.99 2.19 -2.46 1.92
Normal -3.66 0.31 -1.05 -3.58 0.21
Normal -3.08 0.75 -0.27 -2.54 2.92
Normal -4.39 -0.16 0.39 -0.79 2.47
Normal -3.96 1.03 0.3 -2.76 0.71
Normal -3.9 0.24 1.84 -2.66 1.68
Normal -2.68 -0.21 -0.27 -3.46 0.12
Normal -3.38 0.8 0.46 0.42 2.24
Normal -3.88 0.12 -0.03 -3.3 -0.42
Normal -4.16 0.1 -0.29 -3.73 1.72
Normal -3.88 0.65 -0.47 -2.86 -1.59
Normal -2.97 1.09 -0.25 -3.23 -0.18
Normal -4.44 -0.3 -0.34 -3.46 -0.4
Normal -4.9 0.51 -1.22 -4.84 0.96
Normal -3.9 -0.49 -1.04 -3.81 -0.25
Normal -3.58 -0.25 -0.47 -3.37 0.26
Normal -2.6 0.94 -0.45 -1.47 0.81
Normal -3.12 0.66 -1.3 -1.45 1.74
Normal -4.87 -0.43 -1.66 -4.05 -0.83
Normal -3.83 -0.22 -0.59 -3.06 -0.2
Normal -3.88 -0.63 -1.29 -3.37 -1.22
Normal -1.86 0.52 -1.45 -3.8 -0.13
Normal -4.58 0.87 -0.8 -2.88 2.5
Normal -4.39 0.03 -0.03 -3.54 0.44
Normal -2.8 0.84 0.55 -2.16 1.24
Normal -3.44 0.9 -0.11 -2.78 2.35
Normal -4.26 -0.22 -0.6 -3.79 -1.55
Normal -4.41 0.53 -0.76 -3.24 0.41
Normal -3.81 0.41 -0.92 -1.45 0.33
Normal -3.56 0.82 -0.61 -3.56 -0.41
Normal -3.78 0.79 -1.14 -2.74 -0.43
Normal -4.41 0.46 -1.04 -4.46 -1.32
Normal -3.58 -0.25 0.1 -2.83 -1.81
Normal -4.16 0.28 -0.37 -3.57 -1.43
Normal -4.08 0.1 0.38 -3.7 1.21
Normal -4.05 -0.49 -1.05 -3.17 0.12
Normal -4.33 0.69 -0.74 -3.03 0.23
Normal -3.5 -1.09 -0.67 -2.73 1.58
Normal -4.37 -0.13 -1.06 -3.58 -1.04
Normal -4.19 0.14 0.14 -3.53 -0.26
Normal -3.34 0.41 -0.64 -3.08 0.63
Normal -3.08 -0.14 1.85 -0.88 0.07
Normal -4.38 0.28 1.7 -2.92 3.24
Normal -3.7 0.24 -0.53 -3.56 0.17
Normal -4.37 -0.43 -1.12 -3.96 1.05
Normal -4.5 -1.51 -1.46 -3.86 0.8
Normal -2.06 0 0.78 -1.88 2.17
Normal -3.81 0.14 -0.8 -3.45 1.63
Normal -3.54 0.65 0.92 -0.34 1.65
Normal -4.82 -0.4 -0.88 -3.91 0.27
Normal -3.8 -0.24 0.1 -2 0.01
Normal -4.26 -0.39 0.25 -4.03 0.97
Normal -3.25 1.47 1.24 -2.22 1.93
Normal -2.75 1.04 0.44 -2.64 1.24
Normal -4.94 0.32 -1.29 -4.8 -0.38
Normal -3.49 0.9 -0.4 -3.12 0.21
Normal -4.48 0.04 -0.52 -3.34 1.5
Normal -4.23 -0.61 -1.81 -4.48 -1.34
Normal -4.76 0.28 -1.55 -3.66 -0.53
Normal -4.8 -1.29 1.13 -4.84 1.23
Normal -4.18 0.18 -0.22 -1.22 2.14
Normal -3.96 0.77 -0.44 -3.02 1.54
Normal -4.46 0.18 -0.41 -2.67 1.23
Normal -4.27 -1.18 0.99 -2.08 1.86
Normal -3.41 0.97 -0.16 -2.17 2.23
Normal -4.12 -0.06 -0.8 -3.72 -1.3
Normal -4.66 -0.46 -0.6 -2.97 1.49
Normal -3.88 0.27 -0.66 -4.25 -0.79
Normal -3.4 1.36 1.09 -2.49 1.86
Normal -4.01 -0.05 -0.57 -3.18 -1.08
Normal -4.48 0.39 0.63 -2.68 2.6
Normal -3.09 0.95 -0.47 -2.67 1.86
Normal -4.72 0.77 -2.29 -2.9 0.53
Normal -4.76 -0.04 -0.08 -3.76 0.51
Normal -2.94 0.83 -0.61 -2.23 1.08
Normal -3.67 0.71 0 -3.06 -1.09
Normal -4.68 0.36 -0.5 -4.32 -1.13
Normal -3.95 1.35 0.2 -2.66 1.25
Normal -4.32 1.25 -0.96 -2.7 -0.64
Normal -3.03 0.52 0.21 -1.64 1.21
Normal -3.36 -0.41 -1.85 -3.22 -0.48
Normal -4.03 -1.61 -1.14 -3.68 0.92
Normal -3.11 0.12 -0.74 -1.84 1.88
Normal -4.5 -0.54 -0.7 -2.67 0.81
Normal -3.29 0.3 -0.02 -2.86 1.11
Normal -4.13 0.54 -0.01 -3.05 0.22
Normal -4.43 0.92 -0.04 -3.56 2.76
Normal -2.1 0.78 0.62 -2.87 1.42
Normal -4.82 1.21 -0.09 -3.59 1.44
Normal -4.87 -0.55 1.03 -5.01 -0.4
Normal -3.56 1.26 -0.76 -3.04 -1.57
Normal -4.54 -0.38 0.2 -4.7 -0.6
Normal -4.58 0.08 -1.13 -2.59 0.69
Normal -4.44 -0.7 -0.12 -4.01 0.07
Normal -4.48 0.34 -1.39 -1.15 0
Normal -4.75 0.74 -0.09 -3.67 1.28
Normal -4.22 1.43 -0.58 -2.88 2.01
Normal -3.07 0 -1.07 -4.21 -0.59
Normal -3.64 0.46 0.31 -2 1.11
Normal -2.98 0.48 -1.28 -3.32 -0.75
Normal -2.57 0.59 0.13 -2.9 0.79
Normal -4.4 0.16 -0.01 -3.12 0.94
Normal -4.33 -0.86 0.76 -3.07 1.49
Normal -3.23 0.17 0.17 -0.31 1.14
Normal -4.12 0.77 -0.07 -3.06 1.42
Normal -4.34 -1.16 -0.96 -2.98 0.89
Normal -3 1.39 -0.09 -3.23 1.31
Normal -5.06 1.03 0.63 -4.04 -0.96
Normal -3.36 0.62 -0.73 -2.32 -0.69
Normal -4.29 -0.5 0.52 -1.85 1.33
Normal -0.8 0.48 1.54 0.34 2.19
Normal -2.32 1.04 -0.69 -2.15 2.07
Normal -3.83 0.22 -0.41 -3.57 -0.18
Normal -3.68 0.23 0.97 -3.3 0.86
Normal -4.05 0.53 -0.25 -3.54 1.91
Normal -2.87 1.1 0.19 -2.39 0.69
Normal -3.95 -0.43 0.36 -3.04 0.16
Normal -4.74 0.65 -0.5 -4.26 -1.39
Normal -3.53 0.6 -2.11 -4.02 -0.38
Normal -3.05 0.44 -0.8 -3.2 -0.63
Normal -3.72 0.71 -0.69 -2.23 0.61
Normal -4.42 0.01 -0.64 -3.52 0.72
